W_WAREHOUSE_SK|I_ITEM_SK|D_MOY|MEAN|COV|W_WAREHOUSE_SK|I_ITEM_SK|D_MOY|MEAN|COV|
 5|11107|1|446.5|1.26534897686013767524361622692446670188E00|5|11107|2|258.5|1.55361256419381623131407031578201260867E00|
 5|11795|1|395.5|1.01044731725456467429496750420387470414E00|5|11795|2|430.75|1.13106258854539805956117082438949161086E00|
 5|12017|1|347.75|1.16823793979022166055960704476478756851E00|5|12017|2|308|1.15932279684137175292198048885832228551E00|
 5|12027|1|456.25|1.02629400734096268873332953172187470462E00|5|12027|2|3.90333333333333333333333333333333333333E02|1.11427700953552141281258802276472569987E00|
 5|13583|1|4.30333333333333333333333333333333333333E02|1.04238392905272781375426675980447838443E00|5|13583|2|256.25|1.54103482772896688316506838025762274618E00|
 5|13651|1|2.72333333333333333333333333333333333333E02|1.16952312419167390206902891400140083159E00|5|13651|2|330.5|1.19018735309150613713927068667496751431E00|
 5|13783|1|419.5|1.0584699696320432430740925900509762428E00|5|13783|2|339.5|1.06809095054431345573817300925676913594E00|
 5|13859|1|318|1.14222390447971049594551115128579498597E00|5|13859|2|380.25|1.05644962375578589877291301919660790057E00|
 5|14537|1|206|1.22834399973387727668167561763323448092E00|5|14537|2|357.75|1.03879826809646881768482615936166223198E00|
 5|15309|1|2.76333333333333333333333333333333333333E02|1.29875905792537246976525868348641512836E00|5|15309|2|409|1.01024062458569231411681041870548320477E00|
 5|15883|1|3.85333333333333333333333333333333333333E02|1.01247775263387842373464349009147254702E00|5|15883|2|173.25|1.35622382481959321813189357850277815953E00|
 5|15935|1|293.5|1.01876594101729849787857987626255267946E00|5|15935|2|271.25|1.40009475150835525022903314760295962112E00|
 5|15949|1|241.5|1.14866598692451297954288133923365113223E00|5|15949|2|235|1.40728879317537813707810062069473687966E00|
 5|16037|1|327.25|1.13076173237815356988722836275635799206E00|5|16037|2|4.12666666666666666666666666666666666667E02|1.18302001537570195921552828209284623743E00|
 5|16291|1|380.5|1.05495950284542351337573431440349805478E00|5|16291|2|4.11666666666666666666666666666666666667E02|1.03492139908462115127027033065997492006E00|
 5|16459|1|370|1.27564990812271801155284346642482081151E00|5|16459|2|265.75|1.2988191692443932506737875488897222931E00|
 5|16901|1|305.25|1.10430105339640674636461534693647722902E00|5|16901|2|186.5|1.02312692842836260564084802002754021441E00|
 5|17199|1|376.5|1.10389697664402967792059957475621827139E00|5|17199|2|374|1.08730311719885458814711844822770396493E00|
 5|17387|1|2.98333333333333333333333333333333333333E02|1.38487417145812333942407226838395922249E00|5|17387|2|3.27666666666666666666666666666666666667E02|1.3670875783476783185697734352354653415E00|
 5|17717|1|283.75|1.15571565677710527942890295703979822649E00|5|17717|2|235.25|1.14162393512887965274793768091121755476E00|
 5|17927|1|217.5|1.35499643013201259293124499773448515131E00|5|17927|2|250.75|1.07092130592639069953377180681601955892E00|
 5|17943|1|209.75|1.37170713399173760842427676854220210246E00|5|17943|2|428|1.10907993491682655942633444472067476384E00|
