D_WEEK_SEQ1|ROUND(SUN_SALES1/SUN_SALES2,2)|ROUND(MON_SALES1/MON_SALES2,2)|ROUND(TUE_SALES1/TUE_SALES2,2)|ROUND(WED_SALES1/WED_SALES2,2)|ROUND(THU_SALES1/THU_SALES2,2)|ROUND(FRI_SALES1/FRI_SALES2,2)|ROUND(SAT_SALES1/SAT_SALES2,2)|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5282|3.3|3.81|.86|.92|8.95|1.1|.88|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5283|1.04|.77|.96|.4|.34|11.63|1.21|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5284|1.09|1.97|1.47|.39|2.24|1.07|.66|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5285|1.45|1.14|.65|1.18|2.11|.72|1.64|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5286|.08|1.58|||.8||1.69|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5287||1.73|1.11|.34|.34|1.51|1.54|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5288|.6|1.1|.53|1.26|3.05|1.69|.3|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5289|1.41|1.21|3.36|.85|1.05|.75|.36|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5290|5.93|||10.06|3.55|3.89|1.18|
 5291|2.17|1.06|.51|2.11|.18|1.52|.71|
